municipio_nombre_largo,jurisdiccion_tipo,municipio_nombre,autoridad_fuente,municipio_id
Comisión Municipal Santa Catalina,Comisión Municipal,Santa Catalina,Direc. Grl. de Inmuebles,386147
Comisión Municipal Cieneguillas,Comisión Municipal,Cieneguillas,Direc. Grl. de Inmuebles,386133
Municipio La Quiaca,Municipio,La Quiaca,Direc. Grl. de Inmuebles,380406
Comisión Municipal Cusi Cusi,Comisión Municipal,Cusi Cusi,Direc. Grl. de Inmuebles,386140
Comisión Municipal Yavi,Comisión Municipal,Yavi,Direc. Grl. de Inmuebles,386273
Comisión Municipal Pumahuasi,Comisión Municipal,Pumahuasi,Direc. Grl. de Inmuebles,386266
Comisión Municipal Barrios,Comisión Municipal,Barrios,Direc. Grl. de Inmuebles,386245
Comisión Municipal Rinconada,Comisión Municipal,Rinconada,Direc. Grl. de Inmuebles,386077
Comisión Municipal El Cóndor,Comisión Municipal,El Cóndor,Direc. Grl. de Inmuebles,386259
Comisión Municipal Mina Pirquitas,Comisión Municipal,Mina Pirquitas,Direc. Grl. de Inmuebles,386070
Comisión Municipal Cangrejillos,Comisión Municipal,Cangrejillos,Direc. Grl. de Inmuebles,386252
Comisión Municipal Puesto del  Marqués,Comisión Municipal,Puesto del  Marqués,Direc. Grl. de Inmuebles,386021
Comisión Municipal Hipólito Yrigoyen,Comisión Municipal,Hipólito Yrigoyen,Direc. Grl. de Inmuebles,386056
Municipio Abra Pampa,Municipio,Abra Pampa,Direc. Grl. de Inmuebles,380014
Comisión Municipal Tres Cruces,Comisión Municipal,Tres Cruces,Direc. Grl. de Inmuebles,386063
Comisión Municipal Abralaite,Comisión Municipal,Abralaite,Direc. Grl. de Inmuebles,386014
Municipio Humahuaca,Municipio,Humahuaca,Direc. Grl. de Inmuebles,380105
Comisión Municipal Abdón Castro Tolay,Comisión Municipal,Abdón Castro Tolay,Direc. Grl. de Inmuebles,386007
Comisión Municipal Coranzuli,Comisión Municipal,Coranzuli,Direc. Grl. de Inmuebles,386161
Municipio El Aguilar,Municipio,El Aguilar,Direc. Grl. de Inmuebles,380091
Comisión Municipal Susques,Comisión Municipal,Susques,Direc. Grl. de Inmuebles,386168
Comisión Municipal Caspalá,Comisión Municipal,Caspalá,Direc. Grl. de Inmuebles,386210
Comisión Municipal Santa Ana,Comisión Municipal,Santa Ana,Direc. Grl. de Inmuebles,386231
Comisión Municipal Huacalera,Comisión Municipal,Huacalera,Direc. Grl. de Inmuebles,386175
Comisión Municipal Catua,Comisión Municipal,Catua,Direc. Grl. de Inmuebles,386154
Comisión Municipal Purmamarca,Comisión Municipal,Purmamarca,Direc. Grl. de Inmuebles,386189
Municipio Tilcara,Municipio,Tilcara,Direc. Grl. de Inmuebles,380329
Comisión Municipal Pampichuela,Comisión Municipal,Pampichuela,Direc. Grl. de Inmuebles,386217
Comisión Municipal Valle Grande,Comisión Municipal,Valle Grande,Direc. Grl. de Inmuebles,386238
Municipio Yuto,Municipio,Yuto,Direc. Grl. de Inmuebles,380147
Municipio Caimancito,Municipio,Caimancito,Direc. Grl. de Inmuebles,380119
Municipio El Talar,Municipio,El Talar,Direc. Grl. de Inmuebles,380238
Comisión Municipal San Francisco,Comisión Municipal,San Francisco,Direc. Grl. de Inmuebles,386224
Comisión Municipal Maimará,Comisión Municipal,Maimará,Direc. Grl. de Inmuebles,386182
Municipio Calilegua,Municipio,Calilegua,Direc. Grl. de Inmuebles,380126
Comisión Municipal Vinalito,Comisión Municipal,Vinalito,Direc. Grl. de Inmuebles,386126
Municipio Libertador General San Martín,Municipio,Libertador General San Martín,Direc. Grl. de Inmuebles,380140
Municipio Fraile Pintado,Municipio,Fraile Pintado,Direc. Grl. de Inmuebles,380133
Comisión Municipal Tumbaya,Comisión Municipal,Tumbaya,Direc. Grl. de Inmuebles,386196
Comisión Municipal Volcán,Comisión Municipal,Volcán,Direc. Grl. de Inmuebles,386203
Municipio Palma Sola,Municipio,Palma Sola,Direc. Grl. de Inmuebles,380245
Comisión Municipal Yala,Comisión Municipal,Yala,Direc. Grl. de Inmuebles,386028
Comisión Municipal El Piquete,Comisión Municipal,El Piquete,Direc. Grl. de Inmuebles,386119
Municipio Palpalá,Municipio,Palpalá,Direc. Grl. de Inmuebles,380154
Municipio San Salvador de Jujuy,Municipio,San Salvador de Jujuy,Direc. Grl. de Inmuebles,380035
Comisión Municipal Arrayanal,Comisión Municipal,Arrayanal,Direc. Grl. de Inmuebles,386091
Municipio La Esperanza,Municipio,La Esperanza,Direc. Grl. de Inmuebles,380196
Comisión Municipal El Fuerte,Comisión Municipal,El Fuerte,Direc. Grl. de Inmuebles,386098
Comisión Municipal Rodeíto,Comisión Municipal,Rodeíto,Direc. Grl. de Inmuebles,386105
Municipio Santa Clara,Municipio,Santa Clara,Direc. Grl. de Inmuebles,380252
Municipio La Mendieta,Municipio,La Mendieta,Direc. Grl. de Inmuebles,380203
Comisión Municipal San Antonio,Comisión Municipal,San Antonio,Direc. Grl. de Inmuebles,386084
Comisión Municipal Rosario de Río Grande,Comisión Municipal,Rosario de Río Grande,Direc. Grl. de Inmuebles,386112
Municipio El Carmen,Municipio,El Carmen,Direc. Grl. de Inmuebles,380056
Municipio Perico,Municipio,Perico,Direc. Grl. de Inmuebles,380077
Comisión Municipal Puesto Viejo,Comisión Municipal,Puesto Viejo,Direc. Grl. de Inmuebles,386049
Municipio Monterrico,Municipio,Monterrico,Direc. Grl. de Inmuebles,380063
Comisión Municipal Pampa Blanca,Comisión Municipal,Pampa Blanca,Direc. Grl. de Inmuebles,386042
Comisión Municipal Aguas Calientes,Comisión Municipal,Aguas Calientes,Direc. Grl. de Inmuebles,386035
Municipio San Pedro de Jujuy,Municipio,San Pedro de Jujuy,Direc. Grl. de Inmuebles,380224
Municipio Tolar Grande,Municipio,Tolar Grande,Direc. Grl. de Inmuebles,660252
Municipio Cafayate,Municipio,Cafayate,Direc. Grl. de Inmuebles,660056
Municipio Cerrillos,Municipio,Cerrillos,Direc. Grl. de Inmuebles,660077
Municipio Embarcación,Municipio,Embarcación,Direc. Grl. de Inmuebles,660133
Municipio Río Piedras,Municipio,Río Piedras,Direc. Grl. de Inmuebles,660280
Municipio General Güemes,Municipio,General Güemes,Direc. Grl. de Inmuebles,660119
Municipio Santa Victoria Este,Municipio,Santa Victoria Este,Direc. Grl. de Inmuebles,660343
Municipio Campo Quijano,Municipio,Campo Quijano,Direc. Grl. de Inmuebles,660364
Municipio Angastaco,Municipio,Angastaco,Direc. Grl. de Inmuebles,660378
Municipio Aguaray,Municipio,Aguaray,Direc. Grl. de Inmuebles,660126
Municipio San Carlos,Municipio,San Carlos,Direc. Grl. de Inmuebles,660392
Municipio La Poma,Municipio,La Poma,Direc. Grl. de Inmuebles,660224
Municipio Santa Victoria Oeste,Municipio,Santa Victoria Oeste,Direc. Grl. de Inmuebles,660413
Municipio Nazareno,Municipio,Nazareno,Direc. Grl. de Inmuebles,660406
Municipio El Bordo,Municipio,El Bordo,Direc. Grl. de Inmuebles,660112
Municipio Guachipas,Municipio,Guachipas,Direc. Grl. de Inmuebles,660168
Municipio Animaná,Municipio,Animaná,Direc. Grl. de Inmuebles,660385
Municipio Metán,Municipio,Metán,Direc. Grl. de Inmuebles,660266
Municipio San Lorenzo,Municipio,San Lorenzo,Direc. Grl. de Inmuebles,660070
Municipio Urundel,Municipio,Urundel,Direc. Grl. de Inmuebles,660322
Municipio Campo Santo,Municipio,Campo Santo,Direc. Grl. de Inmuebles,660105
Municipio La Viña,Municipio,La Viña,Direc. Grl. de Inmuebles,660238
Municipio El Tala,Municipio,El Tala,Direc. Grl. de Inmuebles,660210
Municipio La Candelaria,Municipio,La Candelaria,Direc. Grl. de Inmuebles,660217
Municipio Seclantás,Municipio,Seclantás,Direc. Grl. de Inmuebles,660287
Municipio La Merced,Municipio,La Merced,Direc. Grl. de Inmuebles,660084
Municipio Las Lajitas,Municipio,Las Lajitas,Direc. Grl. de Inmuebles,660035
Municipio Apolinario Saravia,Municipio,Apolinario Saravia,Direc. Grl. de Inmuebles,660007
Municipio Isla de Cañas,Municipio,Isla de Cañas,Direc. Grl. de Inmuebles,660182
Municipio Rosario de la Frontera,Municipio,Rosario de la Frontera,Direc. Grl. de Inmuebles,660357
Municipio General Mosconi,Municipio,General Mosconi,Direc. Grl. de Inmuebles,660147
Municipio Los Toldos,Municipio,Los Toldos,Direc. Grl. de Inmuebles,660399
Municipio La Caldera,Municipio,La Caldera,Direc. Grl. de Inmuebles,660189
Municipio El Galpón,Municipio,El Galpón,Direc. Grl. de Inmuebles,660259
Municipio Coronel Moldes,Municipio,Coronel Moldes,Direc. Grl. de Inmuebles,660231
Municipio Pichanal,Municipio,Pichanal,Direc. Grl. de Inmuebles,660308
Municipio Tartagal,Municipio,Tartagal,Direc. Grl. de Inmuebles,660161
Municipio Iruya,Municipio,Iruya,Direc. Grl. de Inmuebles,660175
Municipio General Ballivián,Municipio,General Ballivián,Direc. Grl. de Inmuebles,660140
Municipio San Ramón de la Nueva Orán,Municipio,San Ramón de la Nueva Orán,Direc. Grl. de Inmuebles,660315
Municipio Joaquín V. González,Municipio,Joaquín V. González,Direc. Grl. de Inmuebles,660028
Municipio General Pizarro,Municipio,General Pizarro,Direc. Grl. de Inmuebles,660021
Municipio Salta,Municipio,Salta,Direc. Grl. de Inmuebles,660063
Municipio Vaqueros,Municipio,Vaqueros,Direc. Grl. de Inmuebles,660196
Municipio El Quebrachal,Municipio,El Quebrachal,Direc. Grl. de Inmuebles,660014
Municipio Rosario de Lerma,Municipio,Rosario de Lerma,Direc. Grl. de Inmuebles,660371
Municipio Chicoana,Municipio,Chicoana,Direc. Grl. de Inmuebles,660091
Municipio El Carril,Municipio,El Carril,Direc. Grl. de Inmuebles,660098
Municipio Rivadavia Banda Sur,Municipio,Rivadavia Banda Sur,Direc. Grl. de Inmuebles,660336
Municipio Payogasta,Municipio,Payogasta,Direc. Grl. de Inmuebles,660049
Municipio Cachi,Municipio,Cachi,Direc. Grl. de Inmuebles,660042
Municipio Colonia Santa Rosa,Municipio,Colonia Santa Rosa,Direc. Grl. de Inmuebles,660294
Municipio El Jardín,Municipio,El Jardín,Direc. Grl. de Inmuebles,660203
Municipio San Antonio de los  Cobres,Municipio,San Antonio de los  Cobres,Direc. Grl. de Inmuebles,660245
Municipio Molinos,Municipio,Molinos,Direc. Grl. de Inmuebles,660273
Municipio Rivadavia Banda Norte,Municipio,Rivadavia Banda Norte,Direc. Grl. de Inmuebles,660329
Municipio Profesor Salvador Mazza,Municipio,Profesor Salvador Mazza,Direc. Grl. de Inmuebles,660154
Municipio El Potrero,Municipio,El Potrero,Direc. Grl. de Inmuebles,660350
Municipio Hipólito Yrigoyen,Municipio,Hipólito Yrigoyen,Direc. Grl. de Inmuebles,660301
Municipio Valle Viejo,Municipio,Valle Viejo,Adm. Grl. de Catastro,100238
Municipio Ancasti,Municipio,Ancasti,Adm. Grl. de Catastro,100035
Municipio Antofagasta de la Sierra,Municipio,Antofagasta de la Sierra,Adm. Grl. de Catastro,100056
Municipio Fiambalá,Municipio,Fiambalá,Adm. Grl. de Catastro,100224
Municipio Tinogasta,Municipio,Tinogasta,Adm. Grl. de Catastro,100231
Municipio Londres,Municipio,Londres,Adm. Grl. de Catastro,100084
Municipio Pozo de Piedra,Municipio,Pozo de Piedra,Adm. Grl. de Catastro,100091
Municipio Belén,Municipio,Belén,Adm. Grl. de Catastro,100063
Municipio San Fernando,Municipio,San Fernando,Adm. Grl. de Catastro,100112
Municipio Puerta de San José,Municipio,Puerta de San José,Adm. Grl. de Catastro,100105
Municipio Hualfín,Municipio,Hualfín,Adm. Grl. de Catastro,100077
Municipio Villa Vil,Municipio,Villa Vil,Adm. Grl. de Catastro,100119
Municipio Puerta de Corral Quemado,Municipio,Puerta de Corral Quemado,Adm. Grl. de Catastro,100098
Municipio San José,Municipio,San José,Adm. Grl. de Catastro,100203
Municipio Santa María,Municipio,Santa María,Adm. Grl. de Catastro,100210
Municipio Aconquija,Municipio,Aconquija,Adm. Grl. de Catastro,100042
Municipio Andalgalá,Municipio,Andalgalá,Adm. Grl. de Catastro,100049
Municipio Saujil,Municipio,Saujil,Adm. Grl. de Catastro,100196
Municipio Pomán,Municipio,Pomán,Adm. Grl. de Catastro,100189
Municipio Mutquín,Municipio,Mutquín,Adm. Grl. de Catastro,100185
Municipio Los Varela,Municipio,Los Varela,Adm. Grl. de Catastro,100028
Municipio La Puerta,Municipio,La Puerta,Adm. Grl. de Catastro,100014
Municipio Las Juntas,Municipio,Las Juntas,Adm. Grl. de Catastro,100021
Municipio El Rodeo,Municipio,El Rodeo,Adm. Grl. de Catastro,100007
Municipio Santa Rosa,Municipio,Santa Rosa,Adm. Grl. de Catastro,100217
Municipio Los Altos,Municipio,Los Altos,Adm. Grl. de Catastro,100213
Municipio El Alto,Municipio,El Alto,Adm. Grl. de Catastro,100147
Municipio Recreo,Municipio,Recreo,Adm. Grl. de Catastro,100175
Municipio Huillapima,Municipio,Huillapima,Adm. Grl. de Catastro,100133
Municipio Capayán,Municipio,Capayán,Adm. Grl. de Catastro,100126
Municipio Fray Mamerto Esquiú,Municipio,Fray Mamerto Esquiú,Adm. Grl. de Catastro,100161
Municipio San Fernando del  Valle de Catamarca,Municipio,San Fernando del  Valle de Catamarca,Adm. Grl. de Catastro,100140
Municipio Corral Quemado,Municipio,Corral Quemado,Adm. Grl. de Catastro,100070
Municipio Icaño,Municipio,Icaño,Adm. Grl. de Catastro,100168
Municipio Paclín,Municipio,Paclín,Adm. Grl. de Catastro,100182
Municipio Tapso,Municipio,Tapso,Adm. Grl. de Catastro,100154
Municipio Independencia,Municipio,Independencia,IGN,460105
Municipio General Ocampo,Municipio,General Ocampo,IGN,460084
Municipio Chamical,Municipio,Chamical,IGN,460035
Municipio Arauco,Municipio,Arauco,IGN,460007
Municipio General Lamadrid,Municipio,General Lamadrid,IGN,460077
Municipio General Belgrano,Municipio,General Belgrano,IGN,460063
Municipio Vinchina,Municipio,Vinchina,IGN,460098
Municipio Capital,Municipio,Capital,IGN,460014
Municipio Coronel Felipe Varela,Municipio,Coronel Felipe Varela,IGN,460028
Municipio Castro Barros,Municipio,Castro Barros,IGN,460021
Municipio Sanagasta,Municipio,Sanagasta,IGN,460126
Municipio Chilecito,Municipio,Chilecito,IGN,460042
Municipio General Ángel Vicente Peñaloza,Municipio,General Ángel Vicente Peñaloza,IGN,460056
Municipio General Juan Facundo Quiroga,Municipio,General Juan Facundo Quiroga,IGN,460070
Municipio Rosario Vera Peñaloza,Municipio,Rosario Vera Peñaloza,IGN,460112
Municipio General San Martín,Municipio,General San Martín,IGN,460091
Municipio Famatina,Municipio,Famatina,IGN,460049
Municipio San Blas de los  Sauces,Municipio,San Blas de los  Sauces,IGN,460119
Municipio Iglesia,Municipio,Iglesia,Direc. de Geodesia y Catastro,700049
Municipio Valle Fértil,Municipio,Valle Fértil,Direc. de Geodesia y Catastro,700119
Municipio Ullum,Municipio,Ullum,Direc. de Geodesia y Catastro,700112
Municipio Albardón,Municipio,Albardón,Direc. de Geodesia y Catastro,700007
Municipio Zonda,Municipio,Zonda,Direc. de Geodesia y Catastro,700133
Municipio Chimbas,Municipio,Chimbas,Direc. de Geodesia y Catastro,700042
Municipio San Martín,Municipio,San Martín,Direc. de Geodesia y Catastro,700091
Municipio Rivadavia,Municipio,Rivadavia,Direc. de Geodesia y Catastro,700084
Municipio Santa Lucía,Municipio,Santa Lucía,Direc. de Geodesia y Catastro,700098
Municipio 9 de Julio,Municipio,9 de Julio,Direc. de Geodesia y Catastro,700063
Municipio Rawson,Municipio,Rawson,Direc. de Geodesia y Catastro,700077
Municipio Pocito,Municipio,Pocito,Direc. de Geodesia y Catastro,700070
Municipio Sarmiento,Municipio,Sarmiento,Direc. de Geodesia y Catastro,700105
Municipio Angaco,Municipio,Angaco,Direc. de Geodesia y Catastro,700014
Municipio Caucete,Municipio,Caucete,Direc. de Geodesia y Catastro,700035
Municipio Jáchal,Municipio,Jáchal,Direc. de Geodesia y Catastro,700056
Municipio Calingasta,Municipio,Calingasta,Direc. de Geodesia y Catastro,700021
Municipio 25 de Mayo,Municipio,25 de Mayo,Direc. de Geodesia y Catastro,700126
Municipio San Juan,Municipio,San Juan,Direc. de Geodesia y Catastro,700028
Municipio Santa Rosa,Municipio,Santa Rosa,IGN,500112
Municipio Rivadavia,Municipio,Rivadavia,IGN,500084
Municipio La Paz,Municipio,La Paz,IGN,500042
Municipio Tupungato,Municipio,Tupungato,IGN,500126
Municipio General Alvear,Municipio,General Alvear,IGN,500014
Municipio San Rafael,Municipio,San Rafael,IGN,500105
Municipio San Carlos,Municipio,San Carlos,IGN,500091
Municipio Tunuyán,Municipio,Tunuyán,IGN,500119
Municipio Luján de Cuyo,Municipio,Luján de Cuyo,IGN,500063
Municipio Las Heras,Municipio,Las Heras,IGN,500049
Municipio Lavalle,Municipio,Lavalle,IGN,500056
Municipio Malargüe,Municipio,Malargüe,IGN,500077
Municipio Guaymallén,Municipio,Guaymallén,IGN,500028
Municipio Maipú,Municipio,Maipú,IGN,500070
Municipio Capital,Municipio,Capital,IGN,500007
Municipio Godoy Cruz,Municipio,Godoy Cruz,IGN,500021
Municipio Junín,Municipio,Junín,IGN,500035
Municipio San Martín,Municipio,San Martín,IGN,500098
Municipio Rincón de los  Sauces,Municipio,Rincón de los  Sauces,Direc. Pcial. de Catastro e Inf. Territorial,580210
Comisión de Fomento Octavio Pico,Comisión de Fomento,Octavio Pico,Direc. Pcial. de Catastro e Inf. Territorial,585105
Municipio Buta Ranquil,Municipio,Buta Ranquil,Direc. Pcial. de Catastro e Inf. Territorial,580203
Municipio Barrancas,Municipio,Barrancas,Direc. Pcial. de Catastro e Inf. Territorial,580196
Municipio Añelo,Municipio,Añelo,Direc. Pcial. de Catastro e Inf. Territorial,580014
Comisión de Fomento Quili Malal,Comisión de Fomento,Quili Malal,Direc. Pcial. de Catastro e Inf. Territorial,585126
Municipio Las Lajas,Municipio,Las Lajas,Direc. Pcial. de Catastro e Inf. Territorial,580231
Municipio Zapala,Municipio,Zapala,Direc. Pcial. de Catastro e Inf. Territorial,580245
Municipio Senillosa,Municipio,Senillosa,Direc. Pcial. de Catastro e Inf. Territorial,580077
Comisión de Fomento Villa Pehuenia,Comisión de Fomento,Villa Pehuenia,Direc. Pcial. de Catastro e Inf. Territorial,580252
Municipio Junín de los  Andes,Municipio,Junín de los  Andes,Direc. Pcial. de Catastro e Inf. Territorial,580112
Municipio Aluminé,Municipio,Aluminé,Direc. Pcial. de Catastro e Inf. Territorial,580007
Comisión de Fomento Villa Traful,Comisión de Fomento,Villa Traful,Direc. Pcial. de Catastro e Inf. Territorial,585070
Municipio Caviahue-Copahue,Municipio,Caviahue-Copahue,Direc. Pcial. de Catastro e Inf. Territorial,580168
Municipio Neuquén,Municipio,Neuquén,Direc. Pcial. de Catastro e Inf. Territorial,580056
Municipio Plottier,Municipio,Plottier,Direc. Pcial. de Catastro e Inf. Territorial,580070
Municipio Centenario,Municipio,Centenario,Direc. Pcial. de Catastro e Inf. Territorial,580042
Municipio Vista Alegre,Municipio,Vista Alegre,Direc. Pcial. de Catastro e Inf. Territorial,580091
Municipio San Patricio del  Chañar,Municipio,San Patricio del  Chañar,Direc. Pcial. de Catastro e Inf. Territorial,580021
Municipio Villa el Chocón,Municipio,Villa el Chocón,Direc. Pcial. de Catastro e Inf. Territorial,580084
Municipio Cutral Có,Municipio,Cutral Có,Direc. Pcial. de Catastro e Inf. Territorial,580049
Municipio Plaza Huincul,Municipio,Plaza Huincul,Direc. Pcial. de Catastro e Inf. Territorial,580063
Comisión de Fomento El Sauce,Comisión de Fomento,El Sauce,Direc. Pcial. de Catastro e Inf. Territorial,585112
Municipio Picún Leufú,Municipio,Picún Leufú,Direc. Pcial. de Catastro e Inf. Territorial,580217
Municipio Las Coloradas,Municipio,Las Coloradas,Direc. Pcial. de Catastro e Inf. Territorial,580028
Comisión de Fomento Santo Tomás,Comisión de Fomento,Santo Tomás,Direc. Pcial. de Catastro e Inf. Territorial,585035
Municipio Piedra del  Águila,Municipio,Piedra del  Águila,Direc. Pcial. de Catastro e Inf. Territorial,580035
Comisión de Fomento Guañacos,Comisión de Fomento,Guañacos,Direc. Pcial. de Catastro e Inf. Territorial,585077
Municipio Los Miches,Municipio,Los Miches,Direc. Pcial. de Catastro e Inf. Territorial,580161
Comisión de Fomento Villa del  Nahueve,Comisión de Fomento,Villa del  Nahueve,Direc. Pcial. de Catastro e Inf. Territorial,585098
Municipio Andacollo,Municipio,Andacollo,Direc. Pcial. de Catastro e Inf. Territorial,580140
Municipio El Cholar,Municipio,El Cholar,Direc. Pcial. de Catastro e Inf. Territorial,580175
Municipio El Huecú,Municipio,El Huecú,Direc. Pcial. de Catastro e Inf. Territorial,580182
Municipio Taquimilán,Municipio,Taquimilán,Direc. Pcial. de Catastro e Inf. Territorial,580189
Municipio Loncopué,Municipio,Loncopué,Direc. Pcial. de Catastro e Inf. Territorial,580126
Municipio Bajada del  Agrio,Municipio,Bajada del  Agrio,Direc. Pcial. de Catastro e Inf. Territorial,580224
Municipio Mariano Moreno,Municipio,Mariano Moreno,Direc. Pcial. de Catastro e Inf. Territorial,580238
Municipio Chos Malal,Municipio,Chos Malal,Direc. Pcial. de Catastro e Inf. Territorial,580098
Municipio Tricao Malal,Municipio,Tricao Malal,Direc. Pcial. de Catastro e Inf. Territorial,580105
Comisión de Fomento Villa Curi Leuvú,Comisión de Fomento,Villa Curi Leuvú,Direc. Pcial. de Catastro e Inf. Territorial,585056
Municipio Huinganco,Municipio,Huinganco,Direc. Pcial. de Catastro e Inf. Territorial,580147
Comisión de Fomento Varvarco - Invernada Vieja,Comisión de Fomento,Varvarco - Invernada Vieja,Direc. Pcial. de Catastro e Inf. Territorial,585091
Comisión de Fomento Manzano Amargo,Comisión de Fomento,Manzano Amargo,Direc. Pcial. de Catastro e Inf. Territorial,585084
Comisión de Fomento Chorriaca,Comisión de Fomento,Chorriaca,Direc. Pcial. de Catastro e Inf. Territorial,585063
Comisión de Fomento Villa del  Puente Picún Leufú,Comisión de Fomento,Villa del  Puente Picún Leufú,Direc. Pcial. de Catastro e Inf. Territorial,585154
Comisión de Fomento Los Chihuidos,Comisión de Fomento,Los Chihuidos,Direc. Pcial. de Catastro e Inf. Territorial,585021
Comisión de Fomento Aguada San Roque,Comisión de Fomento,Aguada San Roque,Direc. Pcial. de Catastro e Inf. Territorial,585014
Comisión de Fomento Covunco Abajo,Comisión de Fomento,Covunco Abajo,Direc. Pcial. de Catastro e Inf. Territorial,585133
Comisión de Fomento Ramón Castro,Comisión de Fomento,Ramón Castro,Direc. Pcial. de Catastro e Inf. Territorial,585147
Comisión de Fomento Pilo Lil,Comisión de Fomento,Pilo Lil,Direc. Pcial. de Catastro e Inf. Territorial,585028
Comisión de Fomento Coyuco-Cochico,Comisión de Fomento,Coyuco-Cochico,Direc. Pcial. de Catastro e Inf. Territorial,585049
Comisión de Fomento Los Catutos,Comisión de Fomento,Los Catutos,Direc. Pcial. de Catastro e Inf. Territorial,585140
Comisión de Fomento Sauzal Bonito,Comisión de Fomento,Sauzal Bonito,Direc. Pcial. de Catastro e Inf. Territorial,585042
Comisión de Fomento Paso Aguerre,Comisión de Fomento,Paso Aguerre,Direc. Pcial. de Catastro e Inf. Territorial,585119
Municipio San Martín de los  Andes,Municipio,San Martín de los  Andes,Direc. Pcial. de Catastro e Inf. Territorial,580119
Municipio Las Ovejas,Municipio,Las Ovejas,Direc. Pcial. de Catastro e Inf. Territorial,580154
Villa Lago Meliquina,,Villa Lago Meliquina,Direc. Pcial. de Catastro e Inf. Territorial,549999
Municipio Villa la Angostura,Municipio,Villa la Angostura,Direc. Pcial. de Catastro e Inf. Territorial,580133
Delegación Municipal Resistencia,Delegación Municipal,Resistencia,Direc. Pcial. de Catastro y Cartografía,220413
Delegación Municipal Chorotis,Delegación Municipal,Chorotis,Direc. Pcial. de Catastro y Cartografía,220119
Municipio Basail,Municipio,Basail,Direc. Pcial. de Catastro y Cartografía,220392
Municipio Santa Sylvina,Municipio,Santa Sylvina,Direc. Pcial. de Catastro y Cartografía,220126
Municipio Coronel Du Graty,Municipio,Coronel Du Graty,Direc. Pcial. de Catastro y Cartografía,220308
Municipio Puerto Vilelas,Municipio,Puerto Vilelas,Direc. Pcial. de Catastro y Cartografía,220406
Delegación Municipal Hermoso Campo,Delegación Municipal,Hermoso Campo,Direc. Pcial. de Catastro y Cartografía,220112
Municipio Samuhú,Municipio,Samuhú,Direc. Pcial. de Catastro y Cartografía,220420
Municipio Enrique Urien,Municipio,Enrique Urien,Direc. Pcial. de Catastro y Cartografía,220315
Municipio Barranqueras,Municipio,Barranqueras,Direc. Pcial. de Catastro y Cartografía,220385
Municipio Villa Ángela,Municipio,Villa Ángela,Direc. Pcial. de Catastro y Cartografía,220322
Municipio Fontana,Municipio,Fontana,Direc. Pcial. de Catastro y Cartografía,220399
Municipio General Capdevila,Municipio,General Capdevila,Direc. Pcial. de Catastro y Cartografía,220098
Delegación Municipal Charadai,Delegación Municipal,Charadai,Direc. Pcial. de Catastro y Cartografía,220469
Municipio Cote Lai,Municipio,Cote Lai,Direc. Pcial. de Catastro y Cartografía,220462
Municipio Puerto Tirol,Municipio,Puerto Tirol,Direc. Pcial. de Catastro y Cartografía,220254
Municipio Colonia Popular,Municipio,Colonia Popular,Direc. Pcial. de Catastro y Cartografía,220231
Municipio San Bernardo,Municipio,San Bernardo,Direc. Pcial. de Catastro y Cartografía,220350
Municipio Makallé,Municipio,Makallé,Direc. Pcial. de Catastro y Cartografía,220161
Municipio Laguna Blanca,Municipio,Laguna Blanca,Direc. Pcial. de Catastro y Cartografía,220238
Municipio Lapachito,Municipio,Lapachito,Direc. Pcial. de Catastro y Cartografía,220147
Municipio La Clotilde,Municipio,La Clotilde,Direc. Pcial. de Catastro y Cartografía,220336
Municipio Gancedo,Municipio,Gancedo,Direc. Pcial. de Catastro y Cartografía,220091
Municipio La Escondida,Municipio,La Escondida,Direc. Pcial. de Catastro y Cartografía,220140
Municipio Villa Berthet,Municipio,Villa Berthet,Direc. Pcial. de Catastro y Cartografía,220427
Municipio La Verde,Municipio,La Verde,Direc. Pcial. de Catastro y Cartografía,220154
Municipio La Tigra,Municipio,La Tigra,Direc. Pcial. de Catastro y Cartografía,220343
Municipio Las Palmas,Municipio,Las Palmas,Direc. Pcial. de Catastro y Cartografía,220056
Delegación Municipal General Pinedo,Delegación Municipal,General Pinedo,Direc. Pcial. de Catastro y Cartografía,220105
Municipio Margarita Belén,Municipio,Margarita Belén,Direc. Pcial. de Catastro y Cartografía,220371
Municipio La Leonesa,Municipio,La Leonesa,Direc. Pcial. de Catastro y Cartografía,220049
Municipio Charata,Municipio,Charata,Direc. Pcial. de Catastro y Cartografía,220084
Delegación Municipal Puerto Bermejo,Delegación Municipal,Puerto Bermejo,Direc. Pcial. de Catastro y Cartografía,220063
Municipio Capitán Solari,Municipio,Capitán Solari,Direc. Pcial. de Catastro y Cartografía,220434
Municipio Presidencia de la Plaza,Municipio,Presidencia de la Plaza,Direc. Pcial. de Catastro y Cartografía,220357
Delegación Municipal Campo Largo,Delegación Municipal,Campo Largo,Direc. Pcial. de Catastro y Cartografía,220217
Municipio Corzuela,Municipio,Corzuela,Direc. Pcial. de Catastro y Cartografía,220113
Municipio Las Breñas,Municipio,Las Breñas,Direc. Pcial. de Catastro y Cartografía,220329
Municipio General Vedia,Municipio,General Vedia,Direc. Pcial. de Catastro y Cartografía,220035
Municipio Puerto Eva Perón,Municipio,Puerto Eva Perón,Direc. Pcial. de Catastro y Cartografía,220070
Municipio Napenay,Municipio,Napenay,Direc. Pcial. de Catastro y Cartografía,220224
