,Provincia,FORMULAS - AGRUPACIONES    POLITICAS,VOTOS,%
204,SAN JUAN,LOPEZ MURPHY - BULLRICH (RECREAR PARA EL CRECIMIENTO),2593,0.0085
205,SAN JUAN,SOBISCH - ASIS (EL MOVIMIENTO DE LAS PROVINCIAS UNIDAS - UNION    POPULAR - MOVIMIENTO DE ACCION VECINAL - MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),1591,0.0052
206,SAN JUAN,RIPOLL - BIDONDE (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),1063,0.0034999999999999996
207,SAN JUAN,SOLANAS - CADELLI (SOCIALISTA AUTENTICO),988,0.0032
208,SAN JUAN,MONTES - HEBERLING (ALIANZA FRENTE DE LOS TRABAJADORES    SOCIALISTAS - MOVIMIENTO AL SOCIALISMO - IZQUIERDA SOCIALISTA),859,0.0028000000000000004
209,SAN JUAN,PITROLA - ARROYOS (OBRERO),671,0.0022
210,SAN JUAN,AMMANN - DELEONARDI (ALIANZA FRENTE AMPLIO HACIA LA UNIDAD    LATINOAMERICANA),469,0.0015
211,SAN JUAN,BREIDE OBEID - VERGARA (POPULAR DE LA RECONSTRUCCION),433,0.0014000000000000002
212,SAN LUIS,CARRIO - GIUSTINIANI (ALIANZA CONFEDERACION COALICION CIVICA),24513,0.1142
213,SAN LUIS,LAVAGNA - MORALES (ALIANZA CONCERTACION PARA UNA NACION    AVANZADA),12530,0.0584
214,SAN LUIS,LOPEZ MURPHY - BULLRICH (RECREAR PARA EL CRECIMIENTO),1350,0.0063
215,SAN LUIS,SOLANAS - CADELLI (SOCIALISTA AUTENTICO),1156,0.0054
216,SAN LUIS,SOBISCH - ASIS (EL MOVIMIENTO DE LAS PROVINCIAS UNIDAS - UNION    POPULAR - MOVIMIENTO DE ACCION VECINAL - MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),1069,0.005
217,SAN LUIS,AMMANN - DELEONARDI (ALIANZA FRENTE AMPLIO HACIA LA UNIDAD    LATINOAMERICANA),736,0.0034000000000000002
218,SAN LUIS,BREIDE OBEID - VERGARA (POPULAR DE LA RECONSTRUCCION),713,0.0033
219,SAN LUIS,RIPOLL - BIDONDE (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),624,0.0029
220,SAN LUIS,PITROLA - ARROYOS (OBRERO),522,0.0024
221,SAN LUIS,MONTES - HEBERLING (ALIANZA FRENTE DE LOS TRABAJADORES    SOCIALISTAS - MOVIMIENTO AL SOCIALISMO - IZQUIERDA SOCIALISTA),90,0.0004
222,SAN LUIS,CASTELLS - PELOZO (MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y    DESOCUPADOS),50,0.0003
223,SAN LUIS,MUSSA - NESPRAL (CONFEDERACION LEALTAD POPULAR),22,0.0001
224,SANTA CRUZ,LAVAGNA - MORALES (ALIANZA CONCERTACION PARA UNA NACION    AVANZADA),11966,0.1042
225,SANTA CRUZ,"RODRIGUEZ SAA - MAYA (ALIANZA FRENTE JUSTICIA, UNION Y LIBERTAD)",1926,0.0168
226,SANTA CRUZ,PITROLA - ARROYOS (OBRERO),809,0.006999999999999999
227,SANTA CRUZ,RIPOLL - BIDONDE (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),529,0.0046
228,SANTA CRUZ,SOBISCH - ASIS (EL MOVIMIENTO DE LAS PROVINCIAS UNIDAS - UNION    POPULAR - MOVIMIENTO DE ACCION VECINAL - MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),390,0.0034000000000000002
229,SANTA CRUZ,MONTES - HEBERLING (ALIANZA FRENTE DE LOS TRABAJADORES    SOCIALISTAS - MOVIMIENTO AL SOCIALISMO - IZQUIERDA SOCIALISTA),111,0.001
230,SANTA CRUZ,BREIDE OBEID - VERGARA (POPULAR DE LA RECONSTRUCCION),70,0.0006
231,SANTA CRUZ,AMMANN - DELEONARDI (ALIANZA FRENTE AMPLIO HACIA LA UNIDAD    LATINOAMERICANA),17,0.0001
232,SANTA CRUZ,MUSSA - NESPRAL (CONFEDERACION LEALTAD POPULAR),15,0.0001
233,SANTA CRUZ,CASTELLS - PELOZO (MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y    DESOCUPADOS),15,0.0001
234,SANTA CRUZ,SOLANAS - CADELLI (SOCIALISTA AUTENTICO),9,0.0001
235,SANTA CRUZ,LOPEZ MURPHY - BULLRICH (RECREAR PARA EL CRECIMIENTO),1,0.0
236,SANTA FE,LAVAGNA - MORALES (ALIANZA CONCERTACION PARA UNA NACION    AVANZADA),282702,0.1655
237,SANTA FE,"RODRIGUEZ SAA - MAYA (ALIANZA FRENTE JUSTICIA, UNION Y LIBERTAD)",131663,0.0771
238,SANTA FE,SOLANAS - CADELLI (SOCIALISTA AUTENTICO),36629,0.021400000000000002
239,SANTA FE,LOPEZ MURPHY - BULLRICH (RECREAR PARA EL CRECIMIENTO),18215,0.010700000000000001
240,SANTA FE,SOBISCH - ASIS (EL MOVIMIENTO DE LAS PROVINCIAS UNIDAS - UNION    POPULAR - MOVIMIENTO DE ACCION VECINAL - MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),16483,0.0096
241,SANTA FE,RIPOLL - BIDONDE (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),8784,0.0051
242,SANTA FE,PITROLA - ARROYOS (OBRERO),7807,0.0046
243,SANTA FE,AMMANN - DELEONARDI (ALIANZA FRENTE AMPLIO HACIA LA UNIDAD    LATINOAMERICANA),5789,0.0034000000000000002
244,SANTA FE,MONTES - HEBERLING (ALIANZA FRENTE DE LOS TRABAJADORES    SOCIALISTAS - MOVIMIENTO AL SOCIALISMO - IZQUIERDA SOCIALISTA),4896,0.0029
245,SANTA FE,CASTELLS - PELOZO (MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y    DESOCUPADOS),4194,0.0025
246,SANTA FE,BREIDE OBEID - VERGARA (POPULAR DE LA RECONSTRUCCION),2340,0.0014000000000000002
247,SANTA FE,MUSSA - NESPRAL (CONFEDERACION LEALTAD POPULAR),100,0.0001
248,SANTIAGO DEL ESTERO,LAVAGNA - MORALES (ALIANZA CONCERTACION PARA UNA NACION    AVANZADA),19890,0.0583
249,SANTIAGO DEL ESTERO,"RODRIGUEZ SAA - MAYA (ALIANZA FRENTE JUSTICIA, UNION Y LIBERTAD)",6803,0.0199
250,SANTIAGO DEL ESTERO,LOPEZ MURPHY - BULLRICH (RECREAR PARA EL CRECIMIENTO),3638,0.010700000000000001
251,SANTIAGO DEL ESTERO,SOBISCH - ASIS (EL MOVIMIENTO DE    LAS PROVINCIAS UNIDAS - UNION POPULAR - MOVIMIENTO DE ACCION VECINAL -    MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),3129,0.0092
252,SANTIAGO DEL ESTERO,RIPOLL - BIDONDE (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),2730,0.008
253,SANTIAGO DEL ESTERO,PITROLA - ARROYOS (OBRERO),1442,0.0042
254,SANTIAGO DEL ESTERO,MONTES - HEBERLING (ALIANZA FRENTE DE LOS TRABAJADORES    SOCIALISTAS - MOVIMIENTO AL SOCIALISMO - IZQUIERDA SOCIALISTA),898,0.0026
255,SANTIAGO DEL ESTERO,AMMANN - DELEONARDI (ALIANZA FRENTE AMPLIO HACIA LA UNIDAD    LATINOAMERICANA),789,0.0023
256,SANTIAGO DEL ESTERO,CASTELLS - PELOZO (MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y    DESOCUPADOS),643,0.0019
257,SANTIAGO DEL ESTERO,BREIDE OBEID - VERGARA (POPULAR DE LA RECONSTRUCCION),1,0.0
258,TUCUMAN,CARRIO - GIUSTINIANI (ALIANZA CONFEDERACION COALICION CIVICA),82240,0.1186
259,TUCUMAN,"RODRIGUEZ SAA - MAYA (ALIANZA FRENTE JUSTICIA, UNION Y LIBERTAD)",21372,0.0308
260,TUCUMAN,LOPEZ MURPHY - BULLRICH (RECREAR PARA EL CRECIMIENTO),13276,0.0191
261,TUCUMAN,SOBISCH - ASIS (EL MOVIMIENTO DE LAS PROVINCIAS UNIDAS - UNION    POPULAR - MOVIMIENTO DE ACCION VECINAL - MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),9633,0.0139
262,TUCUMAN,PITROLA    - ARROYOS (OBRERO),5949,0.0086
263,TUCUMAN,RIPOLL - BIDONDE (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),3856,0.005600000000000001
264,TUCUMAN,MONTES - HEBERLING (ALIANZA FRENTE DE LOS TRABAJADORES    SOCIALISTAS - MOVIMIENTO AL SOCIALISMO - IZQUIERDA SOCIALISTA),3291,0.004699999999999999
265,TUCUMAN,AMMANN - DELEONARDI (ALIANZA FRENTE AMPLIO HACIA LA UNIDAD    LATINOAMERICANA),3315,0.0048
266,TUCUMAN,CASTELLS - PELOZO (MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y    DESOCUPADOS),2626,0.0038
267,TUCUMAN,SOLANAS - CADELLI (SOCIALISTA AUTENTICO),2750,0.004
268,TUCUMAN,BREIDE OBEID - VERGARA (POPULAR DE LA RECONSTRUCCION),1714,0.0025
269,TUCUMAN,MUSSA -    NESPRAL (CONFEDERACION LEALTAD POPULAR),44,0.0001
